ID,Name,Genre,Description
259, Counting Backwards (2007) , romance ," For some, the lives we have are not always the lives we wanted. For Joe, a small time guy from the small time town of Sandwich, Illinois, his has not even come close - until now. Faced with death and having recently met the girl of his dreams, Claire, Joe has to find a way to live the life of passion he'd always wanted, and he has to do it fast. Journey with Joe towards the great beyond, not half as imaginative as the path he's finally forged here on Earth. Ride with him as he's forced to figure out the meaning of life that he won't have time to live. With the help of his best friend, Frank, and his brilliant, if not terrified mother, Sarah, Joe will finally learn to live, love, and explore beyond his wildest dreams. And we'll get to watch one man's journey unfold, from the first day of the rest of his life on."
260, Doctor Love (2011) , romance ," Vinayachandran is busy trying every trick of the trade to make both ends meet. He writes and publishes bland love stories that he sells off for a cheap price. One day, he meets a Professor, who mistakes him to be an expert in resolving issues of love. And within no time, Vinayachandran, who follows him to college, get known in the campus as Dr. Love."
261, Operation Bannana Split (????) , family ," Hannah and Colleen's parents have been fighting for as long as they can remember. The girls decide to work together to split their parents up for their own good. However, their parents start working equally hard to stay together for the girls' own good."
262," ""Raising Expectations"" (2016) ", family ," The Wayneys are an amazing family: good looking, MENSA smart, talented, athletic and popular to boot. Paige (Ringwald) and Wayne Wayney (Priestley) have worked hard at raising ""multi-exceptional"" offspring and are proud of their children: Adam, Conner, Bentley and Derek. Everyone in town envies them or wants to be them, and you can even find Paige's book about raising her extraordinary family on the bestseller list. But alas, their fifth child, Emmett, is not marching in lock step on the path to familial greatness. What he lacks academically, athletically or artistically, he makes up for with relentless enthusiasm and curiosity. Emmett knows that one day he'll find his way, but in the meantime he's determined to celebrate his C-average status in spectacular creative fashion - no matter how often his best laid plans threaten to destroy the family's living space, reputation or sense of safety."
263, Vimukthi (2010) , family ," Madhavi is a lone daughter of Keshavarao, an exponent of the traditional Mysore paintings. Denied of motherly love very early in the life, Madhavi develops a strange feeling for her father during her formative years. It is an obsession bordering on insanity. Her unusual feelings, which should have subsided with time, remain dormant in her psyche. Well-known psychoanalyst Sigmund Freud defines such a state of mind as Electra complex, a daughter's unresolved attraction to her father. Madhavi's married life does not find fruition as it is undermined by her cluttered psyche. She is overcome by jealousy and raises a storm when Nava, a foreign girl, comes to learn traditional paintings under Keshavarao. With her actions revealing her unnatural psyche, the family life collapses and her husband Vibhin finds himself in a quandary. Madhavi even fails to see her daughter Rachana's childhood cravings. The painful realization forces Keshavarao to find a way out of the family labyrinth. A few years later, Madhavi discovers that her father is in distant Kashi and goes searching for him. The eerie life of Kashi, the mysterious happenings, and the people longing for death in Mukthibhavan with the belief of attaining salvation, create a sense of disenchantment in her. She slowly begins to comprehend the incomprehensible. Man-woman relationship is of great profundity. It has defied the logic of philosophy, wisdom of spirituality and the inquisitiveness of psychoanalysis with all its subtlety and complexity which are beyond time and space. The mystery of the relationship caught the imagination of great philosophers and writers since the time of Sophocles, Aeschylus, Shakespeare, Kalidasa and has continued to mesmerize their forerunners living in the present times"
264," ""The Gift"" (1997) ", family , The Gift is passed on from one person to the next and this series is just based on the funny and ridiculous things that happen to Henry and Ralf because of it. Enzo and Leo have to follow the gift and do whatever the person with the gift tells them to do. When the gift carrier discovers the gifts true potential they have to pass it on to someone else.
265, The Doubtful Guest (????) , family ," A charming mischievous creature shows up at a family-owned bed & breakfast, and turns the funny family's life upside down."
266, Little League's Official How-to- Play Baseball Video (1985) , family ," Little League's Official How-to-Play Baseball Video combines 70 minutes of entertaining and easy-to-understand instruction with network-style video effects in 19 comprehensive chapters. Basic enough for beginners, yet informative enough to help even the brightest young stars shine brighter. Produced by Little League for the 8-14 year players, the video teaches all the skills they'll need to excel at America's favorite pastime. There is a companion book that complements the video."
267," ""Telemoda"" (1985) ", family ," The series run for 26 weeks and it was composed of 26 shows of 24 min. each. In the shows, Bruno Pischiutta interviewed personalities of Toronto's Fashion Industry: designers, creators, store owners, tailors and seamstresses, models, etc. The goal of the show was to bring to the two hundred thousand Italian homes in Toronto, Ontario the best that the fashion industry had to offer. Children fashion, bridal fashion, men and women fashion, formal and casual was presented weekly with great success. The name of the show was Telemoda which translates in English as Fashion TV. Later, the show was imitated several times in Canada and overseas."
268, An Elf's Story: The Elf on the Shelf (2011) , family ," Chippy is assigned to a family that includes a boy who is questioning the magic of Christmas. When Chippy finds the assignment a bit challenging, his good friends, Santa, and an unexpected child help him remember why his job is important!"
269, Borisek - malý serzhant (1976) , family ," In a Byelorussian village the German soldiers massacred all the family except for a small boy who was shut in a metal barrel and sent down the river. Fortunately his moaning is overheard by soldiers of the Red Army and soldier Aljosa in a heavy firing draws the barrel near to the bank. Miserable Borisek, after recovery, becomes a regular member of the medical military service and attains the rank of younger sergeant."
270, Piet Piraat en de mysterieuze mummie (2010) , family ," Piet's crew is hired by aunt Cleo to return an Egyptian mummy home from a museum. Berend discovers the sarcophagus is empty and can't resist disguising himself as a mummy to frighten his crew-mates into allowing him to feast on the food supplies. However he's found out and locked up in the galley, then finds the real mummy also in there, which has worse intentions."
